"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"20983","consent.html","external-html","0","21024","0.0-0.0","zexrn8uxlsup16rgdptr","female","battle","","","","",""
"18983","","instructions","1","40010","0.0-1.0","zexrn8uxlsup16rgdptr","female","battle","[{""page_index"":0,""viewing_time"":4242},{""page_index"":1,""viewing_time"":11946},{""page_index"":2,""viewing_time"":1945},{""page_index"":3,""viewing_time"":849}]","","","",""
"21976","","html-slider-response","2","61990","0.0-2.0","zexrn8uxlsup16rgdptr","female","battle","","15","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>","trial",""
"5807","","survey-likert","3","67802","0.0-3.0-0.0","zexrn8uxlsup16rgdptr","female","battle","","","","serious","{""Q0"":5}"
"5381","","survey-likert","4","73187","0.0-3.0-1.0","zexrn8uxlsup16rgdptr","female","battle","","","","sympathy","{""Q0"":5}"
"7946","","survey-likert","5","81136","0.0-3.0-2.0","zexrn8uxlsup16rgdptr","female","battle","","","","guilty","{""Q0"":3}"
"3172","","survey-likert","6","84311","0.0-3.0-3.0","zexrn8uxlsup16rgdptr","female","battle","","","","peace","{""Q0"":5}"
"8167","","survey-likert","7","92481","0.0-3.0-4.0","zexrn8uxlsup16rgdptr","female","battle","","","","urgent","{""Q0"":5}"
"16507","","survey-multi-choice","8","108995","0.0-4.0-0.0","zexrn8uxlsup16rgdptr","female","battle","","","","self-cancer","{""Q0"":""No""}"
"4388","","survey-multi-choice","9","113388","0.0-4.0-1.0","zexrn8uxlsup16rgdptr","female","battle","","","","ff-cancer","{""Q0"":""Yes""}"
"25973","","survey-multi-choice","10","139378","0.0-5.0","zexrn8uxlsup16rgdptr","female","battle","","","","demographics","{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"3318","","survey-text","11","142700","0.0-6.0","zexrn8uxlsup16rgdptr","female","battle","","","","age","{""Q0"":""35""}"
"21808","","survey-text","12","164510","0.0-7.0","zexrn8uxlsup16rgdptr","female","battle","","","","purpose","{""Q0"":""empathy to cancer/ willingness to give""}"
"6780","","survey-text","13","171291","0.0-8.0","zexrn8uxlsup16rgdptr","female","battle","","","","feedback","{""Q0"":""""}"
"9054","debrief.html","external-html","14","180474","0.0-9.0","zexrn8uxlsup16rgdptr","female","battle","","","","",""
