,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,14840,consent.html,external-html,0,15122,0.0-0.0,hkzfe13ctk4mdc9d65hw,male,literal,,,,,,
1,79509,,image-button-response,1,94649,0.0-1.0,hkzfe13ctk4mdc9d65hw,male,literal,check-1.png,1.0,check1,,,
2,13071,,image-button-response,2,107726,0.0-2.0,hkzfe13ctk4mdc9d65hw,male,literal,check-2.png,2.0,check2,,,
3,22798,,instructions,3,130524,0.0-3.0,hkzfe13ctk4mdc9d65hw,male,literal,,,,"[{""page_index"":0,""viewing_time"":9608},{""page_index"":1,""viewing_time"":5406},{""page_index"":2,""viewing_time"":5635},{""page_index"":3,""viewing_time"":2147}]",,
4,80953,,html-slider-response,4,211484,0.0-4.0,hkzfe13ctk4mdc9d65hw,male,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>",,trial,,32.0,
5,276647,,survey-text,5,488134,0.0-5.0,hkzfe13ctk4mdc9d65hw,male,literal,,,description,,,"{""Q0"":""The doctors say he will need many treatments of chemotherophy and possibly local radiation as well.""}"
6,4475,,survey-likert,6,492615,0.0-6.0-0.0,hkzfe13ctk4mdc9d65hw,male,literal,,,urgent,,,"{""Q0"":4}"
7,4004,,survey-likert,7,496626,0.0-6.0-1.0,hkzfe13ctk4mdc9d65hw,male,literal,,,sympathy,,,"{""Q0"":2}"
8,4205,,survey-text,8,500836,0.0-7.0,hkzfe13ctk4mdc9d65hw,male,literal,,,past-donations,,,"{""Q0"":""4""}"
9,3530,,survey-multi-choice,9,504375,0.0-8.0-0.0,hkzfe13ctk4mdc9d65hw,male,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,4127,,survey-multi-choice,10,508508,0.0-8.0-1.0,hkzfe13ctk4mdc9d65hw,male,literal,,,ff-cancer,,,"{""Q0"":""No""}"
11,8000,,survey-multi-choice,11,516535,0.0-9.0,hkzfe13ctk4mdc9d65hw,male,literal,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
12,41705,,survey-text,12,558245,0.0-10.0,hkzfe13ctk4mdc9d65hw,male,literal,,,age,,,"{""Q0"":""30""}"
13,4838,,survey-text,13,563085,0.0-11.0,hkzfe13ctk4mdc9d65hw,male,literal,,,purpose,,,"{""Q0"":""""}"
14,3010,,survey-text,14,566101,0.0-12.0,hkzfe13ctk4mdc9d65hw,male,literal,,,feedback,,,"{""Q0"":""""}"
15,8612,debrief.html,external-html,15,575299,0.0-13.0,hkzfe13ctk4mdc9d65hw,male,literal,,,,,,
