,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,9021,consent.html,external-html,0,9110,0.0-0.0,f5bmu1y4kwbqvgkga8du,female,literal,,,,,,
1,2189,,image-button-response,1,11303,0.0-1.0,f5bmu1y4kwbqvgkga8du,female,literal,check-1.png,1.0,check1,,,
2,2768,,image-button-response,2,14072,0.0-2.0,f5bmu1y4kwbqvgkga8du,female,literal,check-2.png,2.0,check2,,,
3,23765,,instructions,3,37838,0.0-3.0,f5bmu1y4kwbqvgkga8du,female,literal,,,,"[{""page_index"":0,""viewing_time"":3984},{""page_index"":1,""viewing_time"":10663},{""page_index"":2,""viewing_time"":7656},{""page_index"":3,""viewing_time"":1461}]",,
4,26007,,html-slider-response,4,63847,0.0-4.0,f5bmu1y4kwbqvgkga8du,female,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>",,trial,,8.0,
5,62967,,survey-text,5,126815,0.0-5.0,f5bmu1y4kwbqvgkga8du,female,literal,,,description,,,"{""Q0"":""She is recovering from lymphoma, and that's a tough battle. Being sick has hidden costs that most don't think about, so her friend is doing some fundraising.""}"
6,6795,,survey-likert,6,133613,0.0-6.0-0.0,f5bmu1y4kwbqvgkga8du,female,literal,,,urgent,,,"{""Q0"":3}"
7,2218,,survey-likert,7,135833,0.0-6.0-1.0,f5bmu1y4kwbqvgkga8du,female,literal,,,sympathy,,,"{""Q0"":4}"
8,2907,,survey-text,8,138741,0.0-7.0,f5bmu1y4kwbqvgkga8du,female,literal,,,past-donations,,,"{""Q0"":""1""}"
9,2220,,survey-multi-choice,9,140963,0.0-8.0-0.0,f5bmu1y4kwbqvgkga8du,female,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,2252,,survey-multi-choice,10,143217,0.0-8.0-1.0,f5bmu1y4kwbqvgkga8du,female,literal,,,ff-cancer,,,"{""Q0"":""No""}"
11,10003,,survey-multi-choice,11,153226,0.0-9.0,f5bmu1y4kwbqvgkga8du,female,literal,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Professional degree (e.g. MD, DDS, DVM)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
12,2637,,survey-text,12,155866,0.0-10.0,f5bmu1y4kwbqvgkga8du,female,literal,,,age,,,"{""Q0"":""50""}"
13,18116,,survey-text,13,173982,0.0-11.0,f5bmu1y4kwbqvgkga8du,female,literal,,,purpose,,,"{""Q0"":""Our generosity based on our health situation.""}"
14,1268,,survey-text,14,175251,0.0-12.0,f5bmu1y4kwbqvgkga8du,female,literal,,,feedback,,,"{""Q0"":""""}"
15,12095,debrief.html,external-html,15,187591,0.0-13.0,f5bmu1y4kwbqvgkga8du,female,literal,,,,,,
